"id","sigla_instituicao","uf_instituicao","pais_instituicao","qtd_formacoes"
20788,"ESG","","Argentina","1"
20631,"QUOTLORIENTALEQUOT","","Itália","1"
14862,"UFRGSURI","RS","Brasil","1"
565,"UFRPEDZ","PE","Brasil","1"
14289,"FCMSC","SP","Brasil","1"
9600,"ILHPA","SP","Brasil","1"
3291,"ITA","SC","Brasil","1"
525,"UCD","","Paraguai","1"
6282,"LCF","","Grã-Bretanha","1"
13010,"PPGME","PA","Brasil","1"
13885,"ESAFUNB","DF","Brasil","1"
16434,"CESSEM","","França","1"
210,"EESCCUSP","SP","Brasil","1"
12598,"FIC","","Paraguai","1"
10546,"FACENUERJ","RJ","Brasil","1"
17118,"ENSAPL","","França","1"
7291,"CMEFCEUFBA","BA","Brasil","1"
5576,"FADITU","SP","Brasil","1"
2188,"UMP","","Marrocos","1"
6560,"ASYAC","","Chile","1"
16914,"MPSA","PA","Brasil","1"
14524,"LA","RS","Brasil","1"
8301,"FEAUSP","","Brasil","1"
17642,"ASOEC","RJ","Brasil","1"
817,"UT","","Moçambique","1"
20102,"CSC","SP","Brasil","1"
16791,"BIONORTEUFAC","AC","Brasil","1"
14712,"FLORENCIA","","Itália","1"
18812,"DERI","","Irlanda","1"
17285,"SETEP","PR","Brasil","1"
21596,"LSELONDON","","Grã-Bretanha","1"
15578,"FIOCRUZ","PI","Brasil","1"
20715,"EQU","","Equador","1"
9,"NESUP","SP","Brasil","1"
21781,"ICAE","","Venezuela","1"
6719,"LEVY","","Estados Unidos","1"
9676,"ITA","","Brasil","1"
17985,"EFINANCIERA","","Espanha","1"
8260,"UTPFR","PR","Brasil","1"
20543,"ISPETP","MA","Brasil","1"
17828,"LEON","DF","Brasil","1"
8892,"UNB","RJ","Brasil","1"
19811,"TOR","","Itália","1"
18559,"CEBIMARUSP","SP","Brasil","1"
6940,"HAAS","","Estados Unidos","1"
15943,"UU","","Brasil","1"
15296,"LAFEMIS","","França","1"
5216,"FATIAD","PE","Brasil","1"
15396,"HUCFUNIMONTES","MG","Brasil","1"
4755,"UFCESMEC","CE","Brasil","1"
20068,"UOFPENN","","Estados Unidos","1"
15076,"LYON1","","França","1"
20352,"EST","SC","Brasil","1"
3894,"PPGBE","PA","Brasil","1"
9229,"ACE","SC","Brasil","1"
6672,"YZU","","China","1"
17706,"ICR","","Inglaterra","1"
21212,"EPUSPPRO","SP","Brasil","1"
20517,"PPGLUFPR","PR","Brasil","1"
4346,"FMUSP","ES","Brasil","1"
1370,"ABS","","Estados Unidos","1"
8409,"FECP","SP","Brasil","1"
10203,"IPLACCUBA","","Cuba","1"
19365,"CEITEC","","República Tcheca","1"
6317,"PUCSC","SC","Brasil","1"
1115,"INSET","GO","Brasil","1"
16770,"UIWTX","","Estados Unidos","1"
19634,"RPUH","","Alemanha","1"
21484,"CBPF","RN","Brasil","1"
16980,"DOR","RJ","Brasil","1"
14904,"KEIO","","Japão","1"
15185,"HFMN","","Alemanha","1"
4552,"AFCC","","China","1"
3240,"DMIP","SP","Brasil","1"
9196,"SLMCAMPINAS","SP","Brasil","1"
18887,"UNTKB","","Japão","1"
13050,"IDPCFAJ","SP","Brasil","1"
19344,"UTORUN","","Polônia","1"
19263,"FMVAUNESPATA","SP","Brasil","1"
16878,"UNIBAM","CE","Brasil","1"
2343,"OIU","","Sri Lanka","1"
3452,"INSERMU158","","França","1"
10030,"SA","","Vaticano","1"
8493,"DHN","RJ","Brasil","1"
5081,"SUNY","BA","Brasil","1"
2871,"UNESPIQAR","SP","Brasil","1"
18147,"FCMCSM","","Cuba","1"
1369,"GVPEC","SP","Brasil","1"
21791,"AME","","Peru","1"
16981,"IFGOIANOCM","GO","Brasil","1"
18852,"PPGD","BA","Brasil","1"
17750,"CPQLMDFIOCRUZ","AM","Brasil","1"
20182,"UNIMARFAAO","","Brasil","1"
14,"FLUCUCOIMBRA","","Portugal","1"
7167,"CEDLA","","Holanda","1"
4331,"DQ","MG","Brasil","1"
13982,"PPGL","PA","Brasil","1"
3224,"LANCASTER","DF","Brasil","1"
13317,"CPSRM","RS","Brasil","1"
3588,"EAT","","França","1"
2480,"EH","SP","Brasil","1"
15385,"UFPR","RS","Brasil","1"
11603,"UFPRCEM","PR","Brasil","1"
13765,"UFUUDEUY","","Uruguai","1"
17020,"UQH","","Canadá","1"
8163,"USF","RJ","Brasil","1"
20512,"EESCUSP","MG","Brasil","1"
6688,"FMPXIII","","França","1"
5757,"SOCIUSISEG","","Portugal","1"
19560,"BAU","","Líbano","1"
13197,"SANTANSELM","","Itália","1"
10120,"UFPAEMPEG","PA","Brasil","1"
15104,"INSETI","","Espanha","1"
14498,"EBAPEFGV","MG","Brasil","1"
18929,"IMA","","França","1"
12995,"ICTPRAGUE","","República Tcheca","1"
14420,"PUCCAMPI","SP","Brasil","1"
15746,"FEPPPROV","SP","Brasil","1"
16983,"PIPGEUSP","SP","Brasil","1"
12845,"PROFNITFORTEC","BA","Brasil","1"
4045,"FFLHCUSP","SP","Brasil","1"
21349,"EPMUNCISAL","AL","Brasil","1"
16669,"ITC","MG","Brasil","1"
2323,"IC","DF","Brasil","1"
11640,"SANAICIMATEC","BA","Brasil","1"
16816,"PUC","MA","Brasil","1"
6604,"UPGO","","França","1"
2824,"COA","","Grã-Bretanha","1"
10390,"CBSU","","Estados Unidos","1"
14760,"GMP","DF","Brasil","1"
3336,"ESPI","","Síria","1"
14780,"ELSP","SP","Brasil","1"
10150,"RNEC","","Inglaterra","1"
17758,"UKOCHI","","Japão","1"
17572,"UMFS","","Marrocos","1"
15060,"IUHIBA","","Argentina","1"
20793,"IESFF","","Portugal","1"
11051,"FMPED","MG","Brasil","1"
18386,"IMH","MG","Brasil","1"
8285,"UNBUFPBEUFRN","RN","Brasil","1"
3606,"UNICESUMAR","SC","Brasil","1"
14735,"UFPEL","GO","Brasil","1"
2402,"FCE","BA","Brasil","1"
6450,"UNG","DF","Brasil","1"
20884,"ICAUFMG","","Brasil","1"
8993,"FAFIG","SP","Brasil","1"
10540,"FFCLM","SP","Brasil","1"
11364,"PROEX","PR","Brasil","1"
9997,"COB","","Espanha","1"
5269,"EESCUSPCNRSFR","","Brasil","1"
19415,"DOCENTEOMNES","","Paraguai","1"
10676,"INSET","MG","Brasil","1"
19872,"OIPH","","Armênia","1"
15327,"UCHE","","França","1"
7429,"CEM","SP","Brasil","1"
3538,"UNI","","Espanha","1"
6948,"PARAGUAI","","Paraguai","1"
15981,"SM","","San Marino","1"
2435,"EFRPE","PE","Brasil","1"
20211,"CPPGAJ","DF","Brasil","1"
7537,"FENF","RJ","Brasil","1"
10239,"CDL","","Brasil","1"
3552,"EEWB","MG","Brasil","1"
4110,"SZE","","Hungria","1"
11184,"IDN","","Portugal","1"
15696,"IOCFIOCRUZ","AC","Brasil","1"
13766,"NARFU","","Rússia","1"
16767,"CIU","","Ilhas Vírgens EUA","1"
3092,"PTHSA","","Alemanha","1"
9060,"SABRATI","SP","Brasil","1"
12434,"FGVRP","SP","Brasil","1"
6792,"CESNL","AM","Brasil","1"
3049,"PUCCAMP","PA","Brasil","1"
20630,"HNC","","Estados Unidos","1"
9952,"CD","SP","Brasil","1"
11844,"UNIVERSIDADEPIT","PR","Brasil","1"
4691,"HCVUFRGS","RS","Brasil","1"
5844,"SABER","PR","Brasil","1"
9742,"UL","","União Soviética","1"
11461,"IMT","","Bélgica","1"
17569,"UNINTERPY","","Paraguai","1"
12703,"PABLODEOLAVIDE","","Espanha","1"
6266,"FAURB","RS","Brasil","1"
4680,"BU","","Turquia","1"
3025,"EELUSP","RJ","Brasil","1"
17291,"UNISSAL","SP","Brasil","1"
2650,"IFMAICCPCUBAU","","Cuba","1"
14282,"PSCIPUSP","SP","Brasil","1"
15492,"CEPEDROII","PR","Brasil","1"
171,"ESCT","","França","1"
5979,"USDAARS","","Estados Unidos","1"
701,"AEAPG","","Paraguai","1"
11082,"UFS","RN","Brasil","1"
11917,"UMBSOD","","Estados Unidos","1"
19272,"PUCGOFASEMGO","GO","Brasil","1"
17524,"CARLOSIII","","Espanha","1"
9697,"UFSCUNCURI","RS","Brasil","1"
3434,"ENVT","DF","Brasil","1"
19750,"FRANCA","","França","1"
4231,"ISS","","Alemanha","1"
8342,"IICT","","Índia","1"
4195,"MNNIT","","Índia","1"
412,"INPAMNHN","","Brasil","1"
2336,"UDO","","Camarões","1"
5063,"FFJ","SP","Brasil","1"
20446,"AKBILD","","Austria","1"
13575,"IMS","BA","Brasil","1"
18531,"PSTIPUSP","SP","Brasil","1"
3842,"HYU","","Coréia do Sul","1"
17484,"IFSULCHARQUEADA","RS","Brasil","1"
5396,"IFMPARIS","","França","1"
136,"GHSUP","","Alemanha","1"
15735,"UOY","","Inglaterra","1"
15713,"IFUASLP","","México","1"
9145,"FTPUERJ","RJ","Brasil","1"
17347,"NITW","","Índia","1"
4090,"UCDB","MA","Brasil","1"
5804,"ISPB","","Hungria","1"
12701,"IRZ","","Alemanha","1"
14158,"PROBICPUCMG","MG","Brasil","1"
1916,"UNIMONTE","","Brasil","1"
21153,"ANEP","","Uruguai","1"
18376,"CSLYU","","Estados Unidos","1"
19669,"FOB","RJ","Brasil","1"
20540,"7989","","Estados Unidos","1"
9324,"UFPICMRV","PI","Brasil","1"
584,"NEBRISSENSIS","","Espanha","1"
2590,"FCAUNSEP","SP","Brasil","1"
2454,"SETEBANPE","PE","Brasil","1"
806,"UNAR","SP","Brasil","1"
4468,"CETEL","BA","Brasil","1"
3278,"SPBX","","França","1"
9294,"TUT","","África do Sul","1"
2122,"USPUDS","SP","Brasil","1"
2861,"JDCHMS","","Estados Unidos","1"
14622,"UNOESCJBA","SC","Brasil","1"
17096,"PPGBIOTRANS","RJ","Brasil","1"
9240,"CIIDIRDGOIPN","","México","1"
17431,"UCNSA","","Paraguai","1"
21292,"IEP","BA","Brasil","1"
15649,"FHLU","","Alemanha","1"
12752,"UNBUFPBUFRN","","Brasil","1"
6170,"UNEBXI","BA","Brasil","1"
6436,"ESD","","Espanha","1"
61,"UNIFSP","SP","Brasil","1"
11601,"KAUNAS","","Lituânia","1"
10667,"FDUFC","CE","Brasil","1"
6215,"IFS","","Rússia","1"
4836,"ILEF","","México","1"
16442,"CLSAWU","","Estados Unidos","1"
20302,"UPNB","","Colômbia","1"
5666,"UGSN","","Argentina","1"
14090,"IIRS","","Índia","1"
19184,"CUML","","Brasil","1"
8024,"1852","DF","Brasil","1"
3294,"FEAUSP","PR","Brasil","1"
3674,"FMUSPRP","","Brasil","1"
3994,"ULAN","","Inglaterra","1"
15293,"NAU","","Nigéria","1"
1790,"ESAO","CE","Brasil","1"
17352,"WPAU","","Paquistão","1"
5016,"UFRJCOPPEPEMM","RJ","Brasil","1"
20452,"UQAC","","Colômbia","1"
13535,"UCC","","Colômbia","1"
12350,"AUSB","","Estados Unidos","1"
21239,"UFFPURO","RJ","Brasil","1"
21452,"ISSOPHIA","","Itália","1"
12979,"CRESUR","","México","1"
533,"CEMETC","","Espanha","1"
7708,"IMU","","China","1"
18063,"CITYU","","Inglaterra","1"
21261,"FMBHD","","França","1"
2453,"IPD","RJ","Brasil","1"
14865,"CUDENVER","","Estados Unidos","1"
18348,"IFC","CE","Brasil","1"
13519,"IOM2CCAS","","República Tcheca","1"
5195,"CUB","SP","Brasil","1"
21055,"AFFAIRES","","França","1"
17841,"UPE","MT","Brasil","1"
5739,"SCSU","","Estados Unidos","1"
14209,"EUIE","","Estados Unidos","1"
5613,"UNIVMACKENZIE","SP","Brasil","1"
9022,"UTH","","Honduras","1"
7124,"CESNORS","RS","Brasil","1"
18122,"HUCFFUFRJ","PR","Brasil","1"
5519,"UNITU","","Alemanha","1"
13859,"SUAS","","Suécia","1"
1996,"UNIDA","","Chile","1"
121,"FACIFITERJ","RJ","Brasil","1"
18373,"SIEMGFEAD","MG","Brasil","1"
5443,"ISD","SP","Brasil","1"
15400,"IBRAM","SP","Brasil","1"
10374,"SATED","PR","Brasil","1"
16611,"ICBS","AL","Brasil","1"
1322,"GOE","","Alemanha","1"
18314,"FOUSP","ES","Brasil","1"
6543,"SOA","","Grã-Bretanha","1"
6953,"MNCARS","","Espanha","1"
3400,"UBB","PI","Brasil","1"
3643,"ESALQ","BA","Brasil","1"
18968,"UNIFESPGUARUL","SP","Brasil","1"
12032,"ABERJE","SP","Brasil","1"
9465,"IS","","Itália","1"
18050,"IIMAS","","México","1"
10983,"UNIANMC","SP","Brasil","1"
12866,"FAERPI","PI","Brasil","1"
11123,"IGOT","","Porto Rico","1"
12316,"MIPLC","","Alemanha","1"
6328,"CRMHPB","SP","Brasil","1"
20995,"IN","RJ","Brasil","1"
11108,"ANDREWJUMPER","","Brasil","1"
10016,"UUC","","Chile","1"
15491,"UCOLLEGECORK","","Irlanda","1"
17227,"FYM","","Egito","1"
16153,"UNIM","","França","1"
18358,"UFMTDEROO","MT","Brasil","1"
4748,"USP","TO","Brasil","1"
2738,"IFRV","GO","Brasil","1"
7561,"UFPAARSENAL","","Brasil","1"
4018,"UMKB","","Argélia","1"
1964,"NTUUKPI","","Ucrânia","1"
9491,"ASU","","Peru","1"
19726,"GITIS","","Rússia","1"
17102,"UO","PB","Brasil","1"
11157,"MBAUSP","SP","Brasil","1"
15032,"UCPAY","","Paraguai","1"
6212,"GLA","","Índia","1"
3177,"CUZEIRODOSUL","","Brasil","1"
4484,"EAUUFF","RJ","Brasil","1"
13244,"UCAMUK","","Grã-Bretanha","1"
11769,"UFRRUEA","RR","Brasil","1"
19128,"PSXI","","França","1"
9636,"UFRJMNRJ","RJ","Brasil","1"
19880,"CCSUNIVERSM","","Índia","1"
21118,"KENANFLAGLER","","Estados Unidos","1"
21505,"ENSTB","","França","1"
19448,"CCSUECE","CE","Brasil","1"
5901,"GLASGOWUNIV","","Escócia","1"
21578,"UERJFISCLINEX","RJ","Brasil","1"
17481,"PPGELUFSJ","MG","Brasil","1"
21467,"MORALACERDA","SP","Brasil","1"
5261,"FUNDACAOLUSIADA","SP","Brasil","1"
18216,"USAMGK","","Ucrânia","1"
21598,"ACPURSS","","Rússia","1"
2546,"MUSTEDU","","Estados Unidos","1"
16436,"FAETEB","DF","Brasil","1"
13196,"UCASF","","Argentina","1"
9909,"EKUTUEBINGEN","","Alemanha","1"
3569,"JUSSIEU","","França","1"
3885,"CTAITA","SP","Brasil","1"
1475,"FMVZUSP","AL","Brasil","1"
15760,"UIACIR","","Irã","1"
12213,"BRAGA","","Portugal","1"
9717,"FCFM","","Cuba","1"
1547,"HULTIBSSH","","China","1"
14594,"IECVM","","Rússia","1"
1604,"ADLER","","Estados Unidos","1"
5106,"UNIVERSITADIPA","","Itália","1"
11685,"PPGLUFPA","PA","Brasil","1"
8279,"CHILE","","Chile","1"
6389,"VRIJE","","Holanda","1"
4499,"OXFORDPOLY","","Inglaterra","1"
17319,"FNM","RJ","Brasil","1"
4559,"FIG","SP","Brasil","1"
17505,"NUCLIO","","Espanha","1"
18170,"ICSCNRS","","França","1"
7618,"CPQAMNESC","PE","Brasil","1"
11704,"FACULCESG","RJ","Brasil","1"
17819,"OISP","","França","1"
4208,"UBE","","Espanha","1"
16330,"ESFAP","","Peru","1"
20466,"FLUAN","","Angola","1"
20379,"SBPT","RJ","Brasil","1"
18950,"RENASFUFPB","PB","Brasil","1"
686,"EAURC","","México","1"
5345,"BETEL","PB","Brasil","1"
2115,"CEFETBH","MG","Brasil","1"
13256,"CRC","","Costa Rica","1"
6607,"LCIB","","Espanha","1"
7883,"UFAM","MA","Brasil","1"
12131,"ASSOBRAFIR","SP","Brasil","1"
16614,"CISET","","Itália","1"
17420,"GEORGETOWNU","","Estados Unidos","1"
14074,"IEDESSORBONNE","","França","1"
18775,"GSD","","Estados Unidos","1"
5237,"IFFFOCRUZ","RJ","Brasil","1"
18281,"IPPS","","Japão","1"
6097,"DD","","França","1"
21108,"IMTECH","","Índia","1"
4190,"ICBSUFAL","AL","Brasil","1"
9992,"UNIHUNIPAC","MG","Brasil","1"
11463,"INSTITUTOIDEIA","","Paraguai","1"
14917,"IPEN","","Peru","1"
1693,"MONTGOMERY","","Togo","1"
21617,"CYCLESUPERIEURD","SP","Brasil","1"
15842,"FSPH","","Cuba","1"
2291,"UNIESPSA","RJ","Brasil","1"
1073,"PUT","","Itália","1"
14558,"CRAN","","França","1"
16500,"NU","","Paquistão","1"
17872,"FDP","","Portugal","1"
15971,"FSTH","","Estados Unidos","1"
19313,"GNARUS","MG","Brasil","1"
5008,"UNC","","Brasil","1"
7289,"CECODET","","Espanha","1"
18022,"LEGALE","SP","Brasil","1"
9369,"IDT","PR","Brasil","1"
12863,"UDSL","","França","1"
9995,"UCPPORTUGAL","","Portugal","1"
11830,"AIMAD","","Itália","1"
6293,"DACO","SP","Brasil","1"
4163,"SENACRJ","RJ","Brasil","1"
13373,"FATADB","","Brasil","1"
15092,"AMBAPCD","MG","Brasil","1"
8978,"IPHANRJ","RJ","Brasil","1"
6048,"FUBUNB","DF","Brasil","1"
4924,"RIU","","Paquistão","1"
9080,"WHRI","","Inglaterra","1"
12517,"UFMAS","MS","Brasil","1"
12976,"SPGU","","Rússia","1"
9977,"EADENSPFIOCRUZ","RJ","Brasil","1"
4501,"SCSUL","","Inglaterra","1"
20701,"UFPAIEMCI","PA","Brasil","1"
14530,"ISC","SE","Brasil","1"
1517,"IBRAEP","DF","Brasil","1"
16032,"NDS","","Espanha","1"
21614,"CTM","RJ","Brasil","1"
16814,"UQUEBECAHULL","","Canadá","1"
7249,"UESP","SP","Brasil","1"
541,"SC","MG","Brasil","1"
12788,"ESTACIOBELEM","PA","Brasil","1"
6433,"HW","","Alemanha","1"
13016,"UPU","","Itália","1"
5861,"UFPE","AL","Brasil","1"
2229,"ILUERJ","RJ","Brasil","1"
10786,"USS","MG","Brasil","1"
10988,"SAU","","Estados Unidos","1"
18830,"UPECESCON","DF","Brasil","1"
5528,"IVL","RJ","Brasil","1"
17412,"UNIFE","","Peru","1"
12916,"EDL","","França","1"
12041,"VSEGEI","","União Soviética","1"
17262,"FIB","SP","Brasil","1"
16892,"SCIENSANOBE","","Bélgica","1"
19563,"IAMSPE","BA","Brasil","1"
7419,"ASSMS","","Paquistão","1"
1797,"UINTERAMERICAN","","Paraguai","1"
4960,"PUC","BA","Brasil","1"
433,"UNILONDRES","","Grã-Bretanha","1"
12867,"SAOLEOPOLDO","CE","Brasil","1"
21080,"KAZNU","","Cazaquistão","1"
6959,"UNIRP","SP","Brasil","1"
6093,"NIKHEF","","Holanda","1"
21570,"UNIVERITAS","RJ","Brasil","1"
7506,"UG","","Irã","1"
16302,"LTPJULESRICHARD","","França","1"
5947,"USPEESCIFSC","SP","Brasil","1"
19810,"HFBKDRESDEN","","Alemanha","1"
21042,"UFRJUERJUFFFI","RJ","Brasil","1"
19631,"CLU","","Estados Unidos","1"
11959,"IIHT","","Angola","1"
13518,"DLR","","Alemanha","1"
8129,"UFPBEUEPB","PB","Brasil","1"
9109,"LENSSIB","","França","1"
18807,"HGIP","MG","Brasil","1"
6565,"CCSUFRJ","RJ","Brasil","1"
1168,"ESTGOH","","Portugal","1"
18302,"AAI","","Belarus","1"
14829,"UNIVSUSSEX","","Grã-Bretanha","1"
1012,"UNIADEL","","Austrália","1"
18237,"UWBANGOR","","Grã-Bretanha","1"
12188,"UOL","SP","Brasil","1"
3045,"UFSCAR","MT","Brasil","1"
13227,"IELUSC","SC","Brasil","1"
4775,"FUNINBER","","Porto Rico","1"
19916,"DEP","DF","Brasil","1"
20682,"NOCPH","","Estados Unidos","1"
1635,"UBO","","Itália","1"
16374,"IBM","","Suiça","1"
275,"ENSAPM","","França","1"
13185,"IEPEUFRGS","RS","Brasil","1"
2665,"IUIOG","","Espanha","1"
17111,"LUIDSSR","","Itália","1"
16944,"CPGUEL","PR","Brasil","1"
11991,"UNBTTU","DF","Brasil","1"
2001,"ULSG","","México","1"
12642,"INTERAMERICAMA","","Paraguai","1"
18604,"PUCRIODCMM","RJ","Brasil","1"
1117,"UFBAPIOS","BA","Brasil","1"
5498,"P11","","França","1"
8570,"CAMTAB","","Inglaterra","1"
2897,"EBR","RS","Brasil","1"
12066,"BSO","","Inglaterra","1"
887,"FATIAD","SP","Brasil","1"
14213,"UNICESUMAR","TO","Brasil","1"
13992,"UNSPLAPIQUI","","Argentina","1"
21119,"PROSABER","BA","Brasil","1"
5145,"ULYONII","","França","1"
14100,"UNIVEDINBURGH","","Grã-Bretanha","1"
19454,"KHTI","","Rússia","1"
1528,"PPGBIOS","MG","Brasil","1"
9867,"UNILAN","","Argentina","1"
10617,"FAAS","","Camarões","1"
11890,"GAYEULLES","","França","1"
3668,"PUCRS","MT","Brasil","1"
9451,"CPQRR","DF","Brasil","1"
7384,"IFESVV","","Brasil","1"
2341,"UNIFENASALFENAS","MG","Brasil","1"
2915,"UNOTTS","","Inglaterra","1"
6003,"CABI","","Inglaterra","1"
16372,"UFPIDN","PI","Brasil","1"
20737,"LTF","PB","Brasil","1"
7076,"UVACEUIL","CE","Brasil","1"
21162,"UFRGSUCS","RS","Brasil","1"
3394,"CCETUFRN","RN","Brasil","1"
4665,"CPTECINPE","SP","Brasil","1"
6715,"CMI","","Índia","1"
5248,"RTSJACKSON","","Estados Unidos","1"
13769,"EEUNIFESP","SP","Brasil","1"
3590,"AIP","","Alemanha","1"
486,"USPIPTBUTANTAN","SP","Brasil","1"
10139,"UNEB","AP","Brasil","1"
3410,"CUEJ","","França","1"
15608,"FAGRO","RS","Brasil","1"
13751,"UCFCDEF","","Portugal","1"
19912,"LEAMET","RS","Brasil","1"
403,"UNITHEO","SP","Brasil","1"
3317,"ICAM","","França","1"
16876,"QUEENS","","Estados Unidos","1"
8017,"UNILAG","","Nigéria","1"
18127,"LMK","","Alemanha","1"
21435,"FNSL","PB","Brasil","1"
13486,"KYT","","Japão","1"
1364,"TOIU","","Sri Lanka","1"
19509,"COEZEX","PE","Brasil","1"
1897,"UCASL","BA","Brasil","1"
6182,"UEMA","AM","Brasil","1"
2964,"AIE","MT","Brasil","1"
13528,"ISD","BA","Brasil","1"
718,"LUI","","Paraguai","1"
18970,"ITS","RJ","Brasil","1"
8306,"UNIVERSITYOFMI","","Estados Unidos","1"
21083,"FATEF","PE","Brasil","1"
3280,"PUL","BA","Brasil","1"
17759,"MSPPS","","Japão","1"
3479,"GIA","","Estados Unidos","1"
11384,"FLS","","Brasil","1"
2436,"UNIOESTE","SC","Brasil","1"
10418,"EPMSP","SP","Brasil","1"
16210,"OWERRI","","Nigéria","1"
1456,"EACHSP","SP","Brasil","1"
10248,"CEU","","Rússia","1"
15490,"UNINASSAU","","Brasil","1"
12904,"UNESPJABOTICABAL","SP","Brasil","1"
21144,"PTHSTAUG","","Alemanha","1"
21639,"IFE","","Inglaterra","1"
21684,"WU","","Grã-Bretanha","1"
11228,"IUUD","","França","1"
4889,"FCFFEAFSPUSP","SP","Brasil","1"
13729,"FEFDUFG","GO","Brasil","1"
13361,"ST","","Estados Unidos","1"
19983,"STC","","Estados Unidos","1"
17370,"PPGEDUC","GO","Brasil","1"
1562,"LSUB","","Suiça","1"
4172,"CE","ES","Brasil","1"
1350,"OSI","SP","Brasil","1"
6720,"UTEQ","","Equador","1"
9034,"UDELAREPUBLIC","","Uruguai","1"
840,"USALUFPB","","Argentina","1"
14795,"DCTA","SP","Brasil","1"
20346,"FMMCS","","Polônia","1"
20901,"INSTITUTO","ES","Brasil","1"
11485,"DGEUFS","SE","Brasil","1"
687,"UNLISBOA","","Portugal","1"
9170,"UCMALVSC","","Cuba","1"
11655,"ICPASUSSR","","Rússia","1"
21735,"MBQ","","Moçambique","1"
2798,"LOSPUEBLOS","","Espanha","1"
21417,"CETEUNIFESPSP","SP","Brasil","1"
931,"FEAUSP","MG","Brasil","1"
8484,"MANSUNIV","","Egito","1"
5674,"UPSAMUFPEBR","","Espanha","1"
5399,"UGUADALAJARA","","México","1"
5277,"MPIIE","","Alemanha","1"
2026,"UNERJHAVANA","SC","Brasil","1"
20184,"UMS","","Austria","1"
13753,"AEP","","França","1"
10349,"INSTITUTOSALVAR","","Brasil","1"
15990,"UNINIMX","","México","1"
7783,"UFCB","","França","1"
3421,"CDS","","Grã-Bretanha","1"
1459,"IECO","","México","1"
1033,"BUZZOLLA","","Itália","1"
5567,"ARO","","Israel","1"
2717,"RENE","MG","Brasil","1"
14445,"OC","","Argentina","1"
14679,"EXTREM","","Espanha","1"
11503,"UCV","","Chile","1"
18070,"FUNIBER","SP","Brasil","1"
12372,"UOC","","Nova Zelândia","1"
895,"FMVZ","SE","Brasil","1"
6026,"UEL","SP","Brasil","1"
2184,"IOMEGA","","Brasil","1"
21069,"TOLEDOPRUDENTE","SP","Brasil","1"
7318,"PUCMMA","","República Dominicana","1"
1177,"FOP","RS","Brasil","1"
17663,"FGVIESAERIO","PR","Brasil","1"
2354,"UGF","PR","Brasil","1"
14169,"KUGGRAZ","","Austria","1"
17275,"UCESULBRA","RS","Brasil","1"
11706,"ICG","","Inglaterra","1"
15991,"INB","DF","Brasil","1"
16969,"LUISSGUIDOCARL","","Itália","1"
12120,"ACMSL","ES","Brasil","1"
2793,"COURTAULD","","Inglaterra","1"
2820,"UPCATOLICA","","Peru","1"
19468,"SEBB","","Espanha","1"
9382,"UNILS","","Portugal","1"
1412,"UNASUSUFMA","MA","Brasil","1"
12514,"ESAD","","Portugal","1"
6098,"EFAP","","França","1"
5476,"FMDPUCMINAS","MG","Brasil","1"
46,"WFUBMC","","Estados Unidos","1"
21801,"LIPUFRJ","RJ","Brasil","1"
17623,"FI","","Espanha","1"
7547,"PGAGR","SC","Brasil","1"
13717,"CPQAMFIORUZ","PE","Brasil","1"
15567,"UFRJIMA","RJ","Brasil","1"
6079,"LAVERNE","","Estados Unidos","1"
7586,"CPQRRB","MG","Brasil","1"
12241,"FAIARA","TO","Brasil","1"
342,"IRNAS","","Espanha","1"
18826,"CERENAIST","","Portugal","1"
9424,"FUNPEL","MG","Brasil","1"
1271,"UNISIENA","","Itália","1"
18701,"UFT","","Rússia","1"
9453,"ICSI","","Estados Unidos","1"
7729,"ICFMF","","Cuba","1"
15705,"IALCCD","SP","Brasil","1"
586,"UFPRUFCG","PB","Brasil","1"
2317,"PPGBIOTEC","SP","Brasil","1"
11482,"IFRP","MG","Brasil","1"
19021,"BUB","","Índia","1"
10451,"RENORBIO","PB","Brasil","1"
4256,"OHIOUNIVERSITY","","Estados Unidos","1"
2515,"FORUMUAL","PI","Brasil","1"
8950,"AIR","","Paquistão","1"
17241,"ASE","PE","Brasil","1"
13500,"USMA","","Panamá","1"
21444,"FDUPS","SP","Brasil","1"
4311,"UNESPFFCMAR","SP","Brasil","1"
18893,"EKUNIVTUB","","Alemanha","1"
16235,"FACULDADEETNIA","MG","Brasil","1"
4315,"PUCRIODSP","RJ","Brasil","1"
4589,"UZHEJIANG","","China","1"
8599,"ISFAP","","Espanha","1"
16514,"CEH","","Inglaterra","1"
7351,"NPU","","China","1"
16566,"NUT","","Inglaterra","1"
8025,"UFV","RS","Brasil","1"
7064,"UFBAICAD","BA","Brasil","1"
14746,"IMBES","BA","Brasil","1"
13086,"ASB","","Belarus","1"
7154,"ONU","","Itália","1"
18581,"EECAUFG","GO","Brasil","1"
21616,"IMS","","Brasil","1"
16206,"CVA","","Canadá","1"
653,"PDIZUFC","CE","Brasil","1"
14501,"FIS","SP","Brasil","1"
19586,"FFCLRPUSP","MG","Brasil","1"
12980,"MBS","","França","1"
10343,"1","PR","Brasil","1"
2898,"FTHBH","SP","Brasil","1"
19543,"FAPEBRJ","RJ","Brasil","1"
19544,"UKCUK","","Grã-Bretanha","1"
10003,"IPA","PE","Brasil","1"
16189,"UNIVBIRMINGHAM","","Inglaterra","1"
17577,"EJV","","Cuba","1"
